Case ID,n_A,n_O,n_W,has_A,has_O,has_W
176602,4,0,2,1,0,1
176605,4,0,1,1,0,1
176608,6,4,14,1,1,1
176611,6,8,23,1,1,1
176614,8,5,7,1,1,1
176617,3,0,1,1,0,1
176620,4,0,2,1,0,1
176623,3,0,1,1,0,1
176626,3,0,3,1,0,1
176629,3,0,0,1,0,0
176632,6,4,9,1,1,1
176635,3,0,0,1,0,0
176639,6,4,6,1,1,1
176642,3,0,1,1,0,1
176645,3,0,1,1,0,1
176648,8,5,8,1,1,1
176651,4,0,2,1,0,1
176654,3,0,0,1,0,0
176657,6,4,16,1,1,1
176660,3,0,0,1,0,0
176663,4,0,6,1,0,1
176666,3,0,1,1,0,1
176669,3,0,1,1,0,1
176672,8,9,10,1,1,1
176675,3,0,1,1,0,1
176678,3,0,1,1,0,1
176681,3,0,0,1,0,0
176684,8,5,15,1,1,1
176687,3,0,1,1,0,1
176690,8,5,5,1,1,1
176693,3,0,0,1,0,0
176696,6,4,9,1,1,1
176699,4,0,2,1,0,1
176702,4,0,14,1,0,1
176705,6,5,14,1,1,1
176708,6,4,14,1,1,1
176711,4,0,14,1,0,1
176714,6,9,30,1,1,1
176717,8,5,5,1,1,1
176720,3,0,0,1,0,0
176723,3,0,2,1,0,1
176726,3,0,2,1,0,1
176729,6,4,8,1,1,1
176732,3,0,0,1,0,0
176735,6,4,4,1,1,1
176738,6,4,7,1,1,1
176741,3,0,0,1,0,0
176744,6,4,2,1,1,1
176747,8,5,4,1,1,1
176750,3,0,1,1,0,1
176753,3,0,0,1,0,0
176756,3,0,0,1,0,0
176759,3,0,1,1,0,1
176762,5,0,6,1,0,1
176765,6,8,11,1,1,1
176768,6,4,7,1,1,1
176771,6,4,4,1,1,1
176774,3,0,0,1,0,0
176777,3,0,0,1,0,0
176780,4,0,5,1,0,1
176783,8,5,4,1,1,1
176786,6,4,11,1,1,1
176789,6,4,5,1,1,1
176792,8,13,11,1,1,1
176795,3,0,0,1,0,0
176798,3,0,0,1,0,0
176801,3,0,0,1,0,0
176804,8,5,5,1,1,1
176807,8,5,9,1,1,1
176810,8,5,9,1,1,1
176813,8,17,19,1,1,1
176816,6,5,8,1,1,1
176819,3,0,0,1,0,0
176822,8,5,5,1,1,1
176825,6,4,11,1,1,1
176828,6,5,7,1,1,1
176831,6,4,12,1,1,1
176834,6,4,6,1,1,1
176837,8,5,7,1,1,1
176840,8,10,13,1,1,1
176843,3,0,1,1,0,1
176846,8,5,9,1,1,1
176849,6,4,3,1,1,1
176852,6,5,8,1,1,1
176855,6,4,20,1,1,1
176858,8,5,9,1,1,1
176879,8,5,16,1,1,1
176882,3,0,0,1,0,0
176885,6,4,5,1,1,1
176888,3,0,1,1,0,1
176891,8,9,14,1,1,1
176894,4,0,10,1,0,1
176897,3,0,1,1,0,1
176900,3,0,0,1,0,0
176903,8,5,9,1,1,1
176906,5,0,2,1,0,1
176909,3,0,1,1,0,1
176912,3,0,0,1,0,0
176915,3,0,0,1,0,0
176918,3,0,0,1,0,0
176921,6,5,16,1,1,1
176924,3,0,1,1,0,1
176927,8,5,12,1,1,1
176930,8,5,8,1,1,1
176933,3,0,1,1,0,1
176936,6,4,10,1,1,1
176939,3,0,1,1,0,1
176942,3,0,2,1,0,1
176945,4,0,2,1,0,1
176948,3,0,0,1,0,0
176951,3,0,0,1,0,0
176954,8,5,14,1,1,1
176957,8,5,10,1,1,1
176960,8,17,9,1,1,1
176963,8,5,13,1,1,1
176966,6,4,6,1,1,1
176969,4,0,1,1,0,1
176972,3,0,1,1,0,1
176975,6,8,8,1,1,1
176978,8,5,7,1,1,1
176981,8,9,14,1,1,1
176984,8,5,11,1,1,1
176987,3,0,0,1,0,0
176990,3,0,0,1,0,0
176993,4,0,2,1,0,1
176996,6,8,8,1,1,1
176999,3,0,0,1,0,0
177002,6,4,15,1,1,1
177005,6,5,9,1,1,1
177008,4,0,7,1,0,1
177011,6,9,5,1,1,1
177014,8,5,5,1,1,1
177017,3,0,0,1,0,0
177020,3,0,0,1,0,0
177023,8,5,11,1,1,1
177026,3,0,1,1,0,1
177029,8,5,3,1,1,1
177032,3,0,1,1,0,1
177035,4,0,2,1,0,1
177038,6,4,34,1,1,1
177041,3,0,0,1,0,0
177044,4,0,2,1,0,1
177047,3,0,1,1,0,1
177050,3,0,0,1,0,0
177053,8,14,19,1,1,1
177056,3,0,0,1,0,0
177059,4,0,4,1,0,1
177062,3,0,1,1,0,1
177065,3,0,1,1,0,1
177068,6,5,9,1,1,1
177071,3,0,0,1,0,0
177074,3,0,0,1,0,0
177077,8,14,31,1,1,1
177080,3,0,0,1,0,0
177083,8,12,42,1,1,1
177086,5,0,2,1,0,1
177089,8,5,4,1,1,1
177092,6,4,4,1,1,1
177095,3,0,1,1,0,1
177098,4,0,2,1,0,1
177119,3,0,1,1,0,1
177122,6,5,6,1,1,1
177125,8,5,11,1,1,1
177128,3,0,0,1,0,0
177131,3,0,0,1,0,0
177134,8,5,31,1,1,1
177137,5,0,3,1,0,1
177140,8,5,14,1,1,1
177143,4,0,2,1,0,1
177146,3,0,0,1,0,0
177149,8,5,23,1,1,1
177152,4,0,5,1,0,1
177155,4,0,7,1,0,1
177158,3,0,0,1,0,0
177161,4,0,11,1,0,1
177164,3,0,0,1,0,0
177167,4,0,10,1,0,1
177170,6,8,9,1,1,1
177173,8,5,7,1,1,1
177176,3,0,0,1,0,0
177179,4,0,2,1,0,1
177182,3,0,0,1,0,0
177185,5,0,3,1,0,1
177188,6,4,6,1,1,1
177191,8,5,5,1,1,1
177194,8,5,12,1,1,1
177197,8,5,5,1,1,1
177200,6,4,11,1,1,1
177203,4,0,1,1,0,1
177206,8,13,22,1,1,1
177209,8,5,7,1,1,1
177212,6,4,2,1,1,1
177215,4,0,10,1,0,1
177218,3,0,0,1,0,0
177221,8,9,16,1,1,1
177224,3,0,0,1,0,0
177227,3,0,0,1,0,0
177230,6,4,4,1,1,1
177233,4,0,15,1,0,1
177236,3,0,0,1,0,0
177239,6,4,6,1,1,1
177242,3,0,0,1,0,0
177245,4,0,1,1,0,1
177248,4,0,4,1,0,1
177251,6,4,9,1,1,1
177254,6,5,16,1,1,1
177257,3,0,0,1,0,0
177260,3,0,0,1,0,0
177263,8,13,12,1,1,1
177266,3,0,1,1,0,1
177269,6,4,4,1,1,1
177272,3,0,1,1,0,1
177275,3,0,0,1,0,0
177278,3,0,0,1,0,0
177281,4,0,4,1,0,1
177284,8,5,13,1,1,1
177287,4,0,3,1,0,1
177290,3,0,0,1,0,0
177293,6,8,7,1,1,1
177296,3,0,0,1,0,0
177299,8,10,13,1,1,1
177302,3,0,0,1,0,0
177305,3,0,1,1,0,1
177308,3,0,0,1,0,0
177311,3,0,1,1,0,1
177314,3,0,0,1,0,0
177317,8,5,6,1,1,1
177320,8,5,5,1,1,1
177323,8,13,12,1,1,1
177326,8,5,8,1,1,1
177329,8,5,14,1,1,1
177332,6,4,4,1,1,1
177335,6,4,6,1,1,1
177338,4,0,4,1,0,1
177341,3,0,0,1,0,0
177344,4,0,3,1,0,1
177347,3,0,0,1,0,0
177350,4,0,16,1,0,1
177353,8,5,6,1,1,1
177356,4,0,2,1,0,1
177359,4,0,4,1,0,1
177362,3,0,1,1,0,1
177365,6,4,12,1,1,1
177368,8,5,14,1,1,1
177371,3,0,0,1,0,0
177374,3,0,1,1,0,1
177377,4,0,7,1,0,1
177380,3,0,1,1,0,1
177399,3,0,1,1,0,1
177402,4,0,2,1,0,1
177405,6,4,15,1,1,1
177408,3,0,1,1,0,1
177411,3,0,0,1,0,0
177414,3,0,1,1,0,1
177417,3,0,0,1,0,0
177420,3,0,0,1,0,0
177423,6,8,7,1,1,1
177426,8,5,12,1,1,1
177429,3,0,0,1,0,0
177432,6,12,5,1,1,1
177435,3,0,0,1,0,0
177438,3,0,1,1,0,1
177441,3,0,0,1,0,0
177444,4,0,5,1,0,1
177447,3,0,1,1,0,1
177450,4,0,4,1,0,1
177453,3,0,0,1,0,0
177456,6,4,13,1,1,1
177459,6,5,6,1,1,1
177462,4,0,13,1,0,1
177465,8,13,26,1,1,1
177468,3,0,0,1,0,0
177471,6,9,16,1,1,1
177474,3,0,1,1,0,1
177477,3,0,0,1,0,0
177480,6,4,4,1,1,1
177483,6,5,8,1,1,1
177486,3,0,0,1,0,0
177489,3,0,0,1,0,0
177492,4,0,2,1,0,1
177495,4,0,7,1,0,1
177498,4,0,6,1,0,1
177501,6,4,8,1,1,1
177504,6,5,26,1,1,1
177507,3,0,0,1,0,0
177510,6,4,3,1,1,1
177513,3,0,1,1,0,1
177516,6,16,41,1,1,1
177519,8,10,14,1,1,1
177522,6,4,9,1,1,1
177525,8,5,14,1,1,1
177528,6,4,4,1,1,1
177531,6,5,10,1,1,1
177534,3,0,2,1,0,1
177537,6,4,4,1,1,1
177540,4,0,23,1,0,1
177543,6,4,3,1,1,1
177546,6,4,9,1,1,1
177549,4,0,4,1,0,1
177552,3,0,2,1,0,1
177555,4,0,21,1,0,1
177558,8,5,7,1,1,1
177561,8,5,10,1,1,1
177564,3,0,0,1,0,0
177567,3,0,1,1,0,1
177570,4,0,6,1,0,1
177573,3,0,1,1,0,1
177576,8,5,17,1,1,1
177579,6,4,4,1,1,1
177582,6,5,7,1,1,1
177585,3,0,0,1,0,0
177588,4,0,1,1,0,1
177591,8,5,5,1,1,1
177594,3,0,0,1,0,0
177597,3,0,0,1,0,0
177600,8,5,19,1,1,1
177603,8,14,9,1,1,1
177606,4,0,3,1,0,1
177609,8,5,8,1,1,1
177612,3,0,0,1,0,0
177615,3,0,0,1,0,0
177618,8,9,19,1,1,1
177621,3,0,1,1,0,1
177624,6,18,29,1,1,1
177627,3,0,0,1,0,0
177630,3,0,0,1,0,0
177633,4,0,3,1,0,1
177636,8,5,9,1,1,1
177639,3,0,0,1,0,0
177642,3,0,0,1,0,0
177645,6,5,8,1,1,1
177648,3,0,0,1,0,0
177651,6,8,14,1,1,1
177654,3,0,0,1,0,0
177657,8,5,5,1,1,1
177660,3,0,1,1,0,1
177663,8,5,13,1,1,1
177666,8,5,5,1,1,1
177669,8,9,11,1,1,1
177672,3,0,2,1,0,1
177675,8,10,22,1,1,1
177678,3,0,1,1,0,1
177681,4,0,2,1,0,1
177684,3,0,0,1,0,0
177687,8,5,21,1,1,1
177690,6,13,9,1,1,1
177699,3,0,0,1,0,0
177702,6,4,7,1,1,1
177705,3,0,2,1,0,1
177708,8,5,10,1,1,1
177711,3,0,0,1,0,0
177719,4,0,2,1,0,1
177722,3,0,0,1,0,0
177725,6,4,8,1,1,1
177728,6,4,10,1,1,1
177731,6,4,4,1,1,1
177734,3,0,1,1,0,1
177737,4,0,1,1,0,1
177740,8,5,5,1,1,1
177743,3,0,0,1,0,0
177746,3,0,1,1,0,1
177749,3,0,1,1,0,1
177752,3,0,0,1,0,0
177755,6,5,4,1,1,1
177758,3,0,1,1,0,1
177761,4,0,2,1,0,1
177764,6,5,16,1,1,1
177767,3,0,1,1,0,1
177770,6,9,9,1,1,1
177773,3,0,0,1,0,0
177776,8,9,15,1,1,1
177779,4,0,4,1,0,1
177782,8,5,5,1,1,1
177785,3,0,0,1,0,0
177788,3,0,1,1,0,1
177791,6,9,15,1,1,1
177794,4,0,5,1,0,1
177797,8,5,7,1,1,1
177800,8,9,11,1,1,1
177803,3,0,1,1,0,1
177806,3,0,1,1,0,1
177809,3,0,1,1,0,1
177812,3,0,0,1,0,0
177815,6,4,20,1,1,1
177818,3,0,0,1,0,0
177821,6,5,14,1,1,1
177824,3,0,0,1,0,0
177827,6,9,6,1,1,1
177830,6,4,18,1,1,1
177833,3,0,0,1,0,0
177836,8,5,14,1,1,1
177839,3,0,1,1,0,1
177842,3,0,0,1,0,0
177845,8,5,4,1,1,1
177848,3,0,0,1,0,0
177851,8,5,12,1,1,1
177854,3,0,0,1,0,0
177857,8,5,8,1,1,1
177860,3,0,1,1,0,1
177863,3,0,1,1,0,1
177866,6,4,15,1,1,1
177869,3,0,0,1,0,0
177872,3,0,0,1,0,0
177875,3,0,0,1,0,0
177878,4,0,4,1,0,1
177881,6,5,18,1,1,1
177884,3,0,0,1,0,0
177887,3,0,1,1,0,1
177890,3,0,3,1,0,1
177893,3,0,1,1,0,1
177896,3,0,1,1,0,1
177899,3,0,0,1,0,0
177902,8,5,4,1,1,1
177905,3,0,1,1,0,1
177908,8,9,14,1,1,1
177911,3,0,1,1,0,1
177914,3,0,0,1,0,0
177917,3,0,0,1,0,0
177920,3,0,1,1,0,1
177923,3,0,0,1,0,0
177926,8,5,15,1,1,1
177929,3,0,1,1,0,1
177932,3,0,0,1,0,0
177935,3,0,0,1,0,0
177938,4,0,2,1,0,1
177941,8,9,28,1,1,1
177944,3,0,1,1,0,1
177947,4,0,1,1,0,1
177950,3,0,0,1,0,0
177953,8,5,11,1,1,1
177956,4,0,2,1,0,1
177959,3,0,1,1,0,1
177962,3,0,0,1,0,0
177965,8,5,8,1,1,1
177968,6,8,19,1,1,1
177971,8,13,16,1,1,1
177974,6,5,16,1,1,1
177977,3,0,0,1,0,0
177980,3,0,0,1,0,0
177983,6,12,15,1,1,1
177986,6,4,9,1,1,1
177989,4,0,8,1,0,1
177992,3,0,0,1,0,0
177995,8,13,21,1,1,1
177998,4,0,24,1,0,1
178001,3,0,0,1,0,0
178004,8,5,9,1,1,1
178007,3,0,1,1,0,1
178010,4,0,2,1,0,1
178013,4,0,8,1,0,1
178016,4,0,1,1,0,1
178019,4,0,4,1,0,1
178022,3,0,0,1,0,0
178025,3,0,1,1,0,1
178028,3,0,1,1,0,1
178031,3,0,0,1,0,0
178034,3,0,0,1,0,0
178037,4,0,8,1,0,1
178059,4,0,1,1,0,1
178062,3,0,2,1,0,1
178065,3,0,0,1,0,0
178068,3,0,0,1,0,0
178071,3,0,1,1,0,1
178074,6,4,6,1,1,1
178077,3,0,0,1,0,0
178080,6,4,4,1,1,1
178083,3,0,0,1,0,0
178086,3,0,0,1,0,0
178089,3,0,0,1,0,0
178092,3,0,0,1,0,0
178095,3,0,0,1,0,0
178098,3,0,0,1,0,0
178101,3,0,0,1,0,0
178104,3,0,1,1,0,1
178107,4,0,1,1,0,1
178110,6,13,11,1,1,1
178113,3,0,0,1,0,0
178116,3,0,1,1,0,1
178119,8,13,10,1,1,1
178122,3,0,22,1,0,1
178125,3,0,0,1,0,0
178128,6,4,3,1,1,1
178131,3,0,0,1,0,0
178134,8,5,15,1,1,1
178137,3,0,0,1,0,0
178140,3,0,0,1,0,0
178143,3,0,0,1,0,0
178146,3,0,1,1,0,1
178149,3,0,0,1,0,0
178152,5,0,3,1,0,1
178155,4,0,1,1,0,1
178158,3,0,1,1,0,1
178161,3,0,1,1,0,1
178164,3,0,0,1,0,0
178167,4,0,1,1,0,1
178170,3,0,0,1,0,0
178173,3,0,0,1,0,0
178176,3,0,0,1,0,0
178179,6,8,15,1,1,1
178182,4,0,3,1,0,1
178185,6,4,6,1,1,1
178188,3,0,1,1,0,1
178191,4,0,4,1,0,1
178194,8,5,10,1,1,1
178197,3,0,1,1,0,1
178200,3,0,1,1,0,1
178203,8,9,13,1,1,1
178206,3,0,0,1,0,0
178209,8,5,7,1,1,1
178212,4,0,15,1,0,1
178215,6,5,17,1,1,1
178218,3,0,1,1,0,1
178221,3,0,0,1,0,0
178224,6,5,5,1,1,1
178227,3,0,0,1,0,0
178230,8,9,8,1,1,1
178233,4,0,7,1,0,1
178236,3,0,1,1,0,1
178239,4,0,15,1,0,1
178242,8,5,7,1,1,1
178245,6,5,21,1,1,1
178248,3,0,2,1,0,1
178251,3,0,0,1,0,0
178254,8,5,12,1,1,1
178257,8,5,3,1,1,1
178260,6,4,4,1,1,1
178263,8,5,3,1,1,1
178266,6,4,3,1,1,1
178269,6,4,10,1,1,1
178272,4,0,4,1,0,1
178275,4,0,20,1,0,1
178278,8,13,16,1,1,1
178281,3,0,0,1,0,0
178284,3,0,0,1,0,0
178287,3,0,1,1,0,1
178290,8,5,3,1,1,1
178293,3,0,0,1,0,0
178296,3,0,1,1,0,1
178299,3,0,0,1,0,0
178302,8,13,22,1,1,1
178305,3,0,1,1,0,1
178308,8,5,7,1,1,1
178311,3,0,0,1,0,0
178314,6,5,3,1,1,1
178317,6,4,14,1,1,1
178320,4,0,2,1,0,1
178323,3,0,0,1,0,0
178326,3,0,1,1,0,1
178329,8,5,17,1,1,1
178332,4,0,2,1,0,1
178335,8,5,37,1,1,1
178338,3,0,0,1,0,0
178341,3,0,0,1,0,0
178344,3,0,1,1,0,1
178347,4,0,6,1,0,1
178350,4,0,1,1,0,1
178353,3,0,1,1,0,1
178356,6,12,29,1,1,1
178359,3,0,2,1,0,1
178362,4,0,2,1,0,1
178365,4,0,6,1,0,1
178368,6,4,7,1,1,1
178371,6,4,7,1,1,1
178374,3,0,0,1,0,0
178377,3,0,0,1,0,0
178380,3,0,0,1,0,0
178383,4,0,1,1,0,1
178386,8,5,5,1,1,1
178389,6,4,6,1,1,1
178392,6,9,8,1,1,1
178395,6,4,7,1,1,1
178398,3,0,0,1,0,0
178401,3,0,1,1,0,1
178404,3,0,0,1,0,0
178407,4,0,15,1,0,1
178410,3,0,0,1,0,0
178413,4,0,2,1,0,1
178416,3,0,1,1,0,1
178419,6,4,2,1,1,1
178422,3,0,2,1,0,1
178425,6,5,10,1,1,1
178428,3,0,0,1,0,0
178431,3,0,1,1,0,1
178434,3,0,0,1,0,0
178437,3,0,4,1,0,1
178459,3,0,0,1,0,0
178462,8,9,14,1,1,1
178465,5,0,6,1,0,1
178468,3,0,0,1,0,0
178471,3,0,2,1,0,1
178474,8,5,19,1,1,1
178479,3,0,0,1,0,0
178482,3,0,0,1,0,0
178485,3,0,0,1,0,0
178488,3,0,0,1,0,0
178491,5,0,2,1,0,1
178494,4,0,2,1,0,1
178497,6,4,11,1,1,1
178500,3,0,0,1,0,0
178503,6,5,3,1,1,1
178506,3,0,0,1,0,0
178509,3,0,0,1,0,0
178512,3,0,1,1,0,1
178515,3,0,1,1,0,1
178518,8,5,23,1,1,1
178521,8,5,8,1,1,1
178524,8,5,7,1,1,1
178527,3,0,0,1,0,0
178530,3,0,0,1,0,0
178533,3,0,0,1,0,0
178536,6,5,7,1,1,1
178539,8,5,7,1,1,1
178542,3,0,2,1,0,1
178545,6,4,16,1,1,1
178548,3,0,0,1,0,0
178551,6,5,4,1,1,1
178554,3,0,0,1,0,0
178557,8,5,10,1,1,1
178560,3,0,0,1,0,0
178563,3,0,1,1,0,1
178566,4,0,3,1,0,1
178569,6,4,3,1,1,1
178572,6,4,8,1,1,1
178575,8,5,12,1,1,1
178578,3,0,1,1,0,1
178581,6,4,16,1,1,1
178584,3,0,1,1,0,1
178587,3,0,0,1,0,0
178590,6,9,17,1,1,1
178593,6,5,4,1,1,1
178596,8,5,8,1,1,1
178599,3,0,0,1,0,0
178602,3,0,0,1,0,0
178605,3,0,1,1,0,1
178608,3,0,0,1,0,0
178611,3,0,0,1,0,0
178614,4,0,4,1,0,1
178617,3,0,0,1,0,0
178620,8,9,4,1,1,1
178623,3,0,0,1,0,0
178626,4,0,4,1,0,1
178629,3,0,0,1,0,0
178632,3,0,0,1,0,0
178635,3,0,0,1,0,0
178638,8,5,3,1,1,1
178641,4,0,15,1,0,1
178644,8,9,16,1,1,1
178647,3,0,1,1,0,1
178650,4,0,1,1,0,1
178653,3,0,0,1,0,0
178656,8,10,17,1,1,1
178659,8,5,3,1,1,1
178662,3,0,1,1,0,1
178665,3,0,0,1,0,0
178668,6,5,11,1,1,1
178671,3,0,0,1,0,0
178674,3,0,1,1,0,1
178677,8,9,15,1,1,1
178680,8,5,30,1,1,1
178683,3,0,0,1,0,0
178686,6,4,19,1,1,1
178689,6,4,3,1,1,1
178692,8,5,8,1,1,1
178695,3,0,1,1,0,1
178698,6,4,3,1,1,1
178701,3,0,0,1,0,0
178704,3,0,0,1,0,0
178707,6,4,8,1,1,1
178710,8,5,6,1,1,1
178713,3,0,0,1,0,0
178716,8,5,10,1,1,1
178719,8,9,7,1,1,1
178722,8,9,20,1,1,1
178739,8,5,13,1,1,1
178742,3,0,1,1,0,1
178745,4,0,15,1,0,1
178748,3,0,1,1,0,1
178759,6,4,6,1,1,1
178762,8,5,6,1,1,1
178765,3,0,1,1,0,1
178768,6,4,4,1,1,1
178771,6,4,5,1,1,1
178774,8,9,23,1,1,1
178777,8,9,9,1,1,1
178780,8,10,11,1,1,1
178783,8,5,13,1,1,1
178786,3,0,1,1,0,1
178789,6,5,9,1,1,1
178792,3,0,1,1,0,1
178795,3,0,0,1,0,0
178798,6,5,5,1,1,1
178801,3,0,1,1,0,1
178804,8,13,13,1,1,1
178807,8,9,8,1,1,1
178810,6,4,10,1,1,1
178813,3,0,0,1,0,0
178816,8,9,17,1,1,1
178819,3,0,1,1,0,1
178822,3,0,0,1,0,0
178825,3,0,0,1,0,0
178828,6,4,2,1,1,1
178831,3,0,1,1,0,1
178834,4,0,9,1,0,1
178837,8,14,14,1,1,1
178840,6,8,10,1,1,1
178843,8,18,16,1,1,1
178846,8,5,8,1,1,1
178849,6,4,10,1,1,1
178852,3,0,0,1,0,0
178855,8,10,23,1,1,1
178858,3,0,1,1,0,1
178861,8,5,10,1,1,1
178864,4,0,3,1,0,1
178867,3,0,2,1,0,1
178870,6,4,28,1,1,1
178873,6,4,16,1,1,1
178876,3,0,0,1,0,0
178879,3,0,1,1,0,1
178882,3,0,1,1,0,1
178885,8,5,3,1,1,1
178888,3,0,1,1,0,1
178891,4,0,1,1,0,1
178894,8,5,4,1,1,1
178897,6,8,5,1,1,1
178900,3,0,0,1,0,0
178903,4,0,13,1,0,1
178906,8,5,12,1,1,1
178909,6,5,13,1,1,1
178912,6,8,3,1,1,1
178915,6,4,9,1,1,1
178918,3,0,0,1,0,0
178921,3,0,0,1,0,0
178924,3,0,2,1,0,1
178927,8,5,26,1,1,1
178930,8,5,8,1,1,1
178933,4,0,3,1,0,1
178936,6,4,6,1,1,1
178939,4,0,4,1,0,1
178942,8,5,27,1,1,1
178945,3,0,2,1,0,1
178948,3,0,3,1,0,1
178951,3,0,0,1,0,0
178954,8,5,13,1,1,1
178957,5,0,6,1,0,1
178960,3,0,0,1,0,0
178963,4,0,2,1,0,1
178966,8,5,4,1,1,1
178969,6,8,16,1,1,1
178979,3,0,0,1,0,0
178982,6,4,8,1,1,1
178985,3,0,1,1,0,1
178999,4,0,5,1,0,1
179002,4,0,5,1,0,1
179005,8,5,10,1,1,1
179008,3,0,0,1,0,0
179011,4,0,2,1,0,1
179014,3,0,0,1,0,0
179017,4,0,5,1,0,1
179020,8,9,23,1,1,1
179023,8,5,5,1,1,1
179026,3,0,0,1,0,0
179029,6,13,14,1,1,1
179032,8,13,9,1,1,1
179035,3,0,0,1,0,0
179038,4,0,1,1,0,1
179041,4,0,1,1,0,1
179044,3,0,0,1,0,0
179047,3,0,0,1,0,0
179050,3,0,0,1,0,0
179053,8,9,15,1,1,1
179056,6,4,2,1,1,1
179059,6,5,5,1,1,1
179062,6,4,3,1,1,1
179065,8,5,8,1,1,1
179068,4,0,1,1,0,1
179071,4,0,3,1,0,1
179074,6,5,9,1,1,1
179077,8,5,9,1,1,1
179080,4,0,2,1,0,1
179083,3,0,2,1,0,1
179086,3,0,0,1,0,0
179089,3,0,1,1,0,1
179092,3,0,0,1,0,0
179095,8,5,3,1,1,1
179098,3,0,1,1,0,1
179101,3,0,0,1,0,0
179104,3,0,0,1,0,0
179107,4,0,1,1,0,1
179110,6,4,17,1,1,1
179113,4,0,4,1,0,1
179116,6,10,50,1,1,1
179119,3,0,2,1,0,1
179122,3,0,0,1,0,0
179125,3,0,0,1,0,0
179128,3,0,0,1,0,0
179131,3,0,1,1,0,1
179134,6,8,8,1,1,1
179137,8,5,7,1,1,1
179140,4,0,6,1,0,1
179143,3,0,0,1,0,0
179146,6,5,7,1,1,1
179149,8,5,8,1,1,1
179152,8,5,11,1,1,1
179155,3,0,0,1,0,0
179158,4,0,11,1,0,1
179161,3,0,1,1,0,1
179164,3,0,1,1,0,1
179167,3,0,1,1,0,1
179170,4,0,1,1,0,1
179173,3,0,1,1,0,1
179176,3,0,0,1,0,0
179179,8,5,7,1,1,1
179182,4,0,3,1,0,1
179185,3,0,0,1,0,0
179188,8,5,13,1,1,1
179191,3,0,0,1,0,0
179194,8,5,7,1,1,1
179197,3,0,3,1,0,1
179200,8,5,7,1,1,1
179203,8,5,14,1,1,1
179206,3,0,0,1,0,0
179209,3,0,0,1,0,0
179212,3,0,1,1,0,1
179215,6,4,11,1,1,1
179218,8,5,4,1,1,1
179221,4,0,3,1,0,1
179224,3,0,0,1,0,0
179227,3,0,0,1,0,0
179230,3,0,0,1,0,0
179233,6,4,5,1,1,1
179236,3,0,0,1,0,0
179239,6,8,6,1,1,1
179242,5,0,6,1,0,1
179245,6,4,8,1,1,1
179248,3,0,1,1,0,1
179251,3,0,0,1,0,0
179254,8,5,3,1,1,1
179257,3,0,1,1,0,1
179260,3,0,0,1,0,0
179263,3,0,0,1,0,0
179266,4,0,6,1,0,1
179269,3,0,0,1,0,0
179272,8,5,22,1,1,1
179275,3,0,0,1,0,0
179278,6,5,7,1,1,1
179281,4,0,15,1,0,1
179284,6,5,9,1,1,1
179287,3,0,0,1,0,0
179290,3,0,0,1,0,0
179293,8,17,15,1,1,1
179296,3,0,1,1,0,1
179299,6,4,8,1,1,1
179302,8,5,4,1,1,1
179305,8,9,12,1,1,1
179308,3,0,0,1,0,0
179311,8,5,12,1,1,1
179314,4,0,2,1,0,1
179317,4,0,5,1,0,1
179320,3,0,0,1,0,0
179323,6,5,7,1,1,1
179326,8,5,7,1,1,1
179329,4,0,4,1,0,1
179332,3,0,1,1,0,1
179339,3,0,0,1,0,0
179342,8,5,4,1,1,1
179345,8,5,11,1,1,1
179348,3,0,0,1,0,0
179351,8,5,4,1,1,1
179354,8,10,15,1,1,1
179357,3,0,0,1,0,0
179360,3,0,1,1,0,1
179363,6,4,8,1,1,1
179366,3,0,0,1,0,0
179369,4,0,1,1,0,1
179372,8,5,6,1,1,1
179375,8,5,12,1,1,1
179378,6,5,6,1,1,1
179381,4,0,3,1,0,1
179384,8,13,27,1,1,1
179387,8,14,42,1,1,1
179390,4,0,4,1,0,1
179393,6,8,11,1,1,1
179396,4,0,15,1,0,1
179399,8,5,33,1,1,1
179402,3,0,1,1,0,1
179405,6,4,13,1,1,1
179408,6,8,11,1,1,1
179411,4,0,13,1,0,1
179414,4,0,5,1,0,1
179417,3,0,0,1,0,0
179420,4,0,5,1,0,1
179423,8,13,15,1,1,1
179426,6,4,18,1,1,1
179429,8,5,4,1,1,1
179432,4,0,9,1,0,1
179435,3,0,1,1,0,1
179438,6,4,4,1,1,1
179441,3,0,1,1,0,1
179444,3,0,0,1,0,0
179447,8,5,5,1,1,1
179450,8,9,16,1,1,1
179453,4,0,3,1,0,1
179456,8,9,5,1,1,1
179459,4,0,2,1,0,1
179462,6,8,8,1,1,1
179465,8,9,7,1,1,1
179468,3,0,0,1,0,0
179471,4,0,7,1,0,1
179474,8,5,17,1,1,1
179477,6,4,6,1,1,1
179480,6,4,10,1,1,1
179483,6,8,8,1,1,1
179486,4,0,2,1,0,1
179489,8,5,31,1,1,1
179492,3,0,1,1,0,1
179495,4,0,1,1,0,1
179498,3,0,0,1,0,0
179501,6,5,5,1,1,1
179504,8,5,5,1,1,1
179507,3,0,0,1,0,0
179510,3,0,1,1,0,1
179513,3,0,1,1,0,1
179516,4,0,11,1,0,1
179519,8,13,15,1,1,1
179522,6,4,11,1,1,1
179525,3,0,1,1,0,1
179528,3,0,1,1,0,1
179531,4,0,1,1,0,1
179534,8,5,17,1,1,1
179537,8,5,7,1,1,1
179540,6,4,4,1,1,1
